Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Discounts ($),Promotions & others ($),Unrounded subtotal ($),Subtotal ($),Percent change in subtotal compared to previous period
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Dammam,3C0B-646B-8675,0,gibibyte,0.00,0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Madrid,6125-44B9-1C28,0,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Jakarta,6E5D-2101-EB9A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Americas to Americas,92CB-C25F-B1D1,"28,247.476",gibibyte,0.00,0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Seoul,D605-86BD-C7BA,0,gibibyte,0.00,0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Japan,EC84-8D32-B14D,0,gibibyte,0.00,0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Dammam,ECE0-C1D8-9392,0,gibibyte,0.00,-0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),FA27-F4A0-3EE3,"2,470,415.744",hour,0.00,0.00,0.00,0.00,0.000009,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Americas to Americas,123C-0EFC-B7C8,"53,160.716",gibibyte,0.00,0.00,0.00,0.00,0.000008,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Virginia,28EF-5B5C-4BCC,0,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Las Vegas to Australia,3170-81B7-609A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Japan,373B-4B7D-E110,0,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from North America to Middle East,5391-66E2-9811,0,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Internet data delivery from Asia Pacific to Asia Pacific,F315-C467-F954,0,gibibyte,0.00,-0.00,0.00,0.00,0.000008,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Frankfurt,2286-3BBC-035A,0,gibibyte,0.00,-0.00,0.00,0.00,0.000007,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Netherlands,59D9-FC19-FF11,0,gibibyte,0.00,-0.00,0.00,0.00,0.000007,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Seoul,F768-7D3C-83C0,0,gibibyte,0.00,-0.00,0.00,0.00,0.000007,0.00,0%
Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer Out,14F9-7705-2FD4,"169,505.259",gibibyte,0.00,0.00,0.00,0.00,0.000006,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Delhi,16AD-F7A7-4D25,0,gibibyte,0.00,0.00,0.00,0.00,0.000006,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Finland to EMEA,366A-627A-2073,0,gibibyte,0.00,0.00,0.00,0.00,0.000006,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Dammam,EAC9-3D60-FDAE,0,gibibyte,0.00,-0.00,0.00,0.00,0.000006,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Netherlands to EMEA,EF9D-7A2D-D06F,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000006,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Delhi,1535-9098-06B9,0,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Delhi,1EC0-DF8F-5ACF,0,gibibyte,0.00,0.00,0.00,0.00,0.000005,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Virginia,982C-0BA0-6EE9,0,gibibyte,0.00,-0.00,0.00,0.00,0.000005,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Jakarta to Indonesia,8827-24AC-FFAC,0,gibibyte,0.00,-0.00,0.00,-0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Netherlands,A382-44AE-9A2A,0,gibibyte,0.00,-0.00,0.00,-0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Warsaw to EMEA,BFC9-7EFC-759A,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Milan to EMEA,C202-C336-F80E,0,gibibyte,0.00,-0.00,0.00,0.00,0.000004,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Dammam to Middle East,04FC-2F11-EF1C,0,gibibyte,0.00,-0.00,0.00,0.00,0.000003,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Madrid,4AC3-8FF1-D577,0,gibibyte,0.00,0.00,0.00,0.00,0.000003,0.00,0%
Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Europe to China,659F-1743-9F31,0,gibibyte,0.00,0.00,0.00,0.00,0.000003,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Stockholm to EMEA,7BDE-8022-8F2B,0,gibibyte,0.00,-0.00,0.00,0.00,0.000003,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Tokyo (asia-northeast1),4445-66EE-8E07,0.018,gibibyte,0.00,0.00,0.00,0.00,0.000003,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Las Vegas to Middle East,5BF9-BC17-5085,0,gibibyte,0.00,-0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Los Angeles,5DD7-5543-2299,0,gibibyte,0.00,0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to EMEA,9F74-828F-9132,0,gibibyte,0.00,-0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Las Vegas to Africa,BBBC-8832-0D41,0,gibibyte,0.00,0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Turin to EMEA,E47C-981C-BB66,0,gibibyte,0.00,0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to EMEA,E7A9-CA47-A3E3,0.001,gibibyte,0.00,-0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Seoul,EAF0-2639-CAD9,0,gibibyte,0.00,0.00,0.00,0.00,0.000002,0.00,0%
Cloud Pub/Sub,A1E8-BE35-7EBC,Internet data delivery from Asia Pacific to North America,2009-59D3-7F84,0,gibibyte,0.00,-0.00,0.00,0.00,0.000002,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Seoul to Apac(Excluding Korea and Indonesia),16D6-B598-91DA,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Dammam to EMEA,18DD-C13C-3708,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Las Vegas to Zurich,89FA-DF7F-A5FA,0,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Belgium (europe-west1),352B-4670-13F6,0.01,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Singapore (asia-southeast1),A9BA-43D3-25AD,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000001,0.00,0%
Cloud Text-to-Speech API,02DA-B362-D983,Count of characters for using wavenet voices,FEBD-04B6-769B,790,count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Natural Language,04C4-B046-D8B2,Content Moderation Operations,4A52-08FD-AF8B,470,text records,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Natural Language,04C4-B046-D8B2,Language Detection Operations,CF21-2C32-F7E8,423,count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Natural Language,04C4-B046-D8B2,Entity Sentiment Analysis Operations,D0B0-B0CE-87FD,36,text records,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,1C53-9C3E-D469,"2,252.326",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,3F16-3DB5-94D0,"2,252.326",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,4454-774D-CBF3,"2,252.326",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,5A2F-B3A3-DC52,"2,252.326",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,637A-D444-DB85,"2,252.326",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,BCC8-D7D9-731E,"2,266.61",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Artifact Registry,149C-F9EC-3994,Artifact Registry Network Intra Region Egress,546B-E8F2-6FF5,234.421,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Artifact Registry,149C-F9EC-3994,Artifact Registry GOOGLE-API Egress,E794-0787-45A9,2.472,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run GOOGLE-API Data Transfer Out,0CCB-7057-48DE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Requests,2DA5-55D3-E679,"132,712",Requests,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network HTTP Load Balancing Data Transfer Out to Load Balancer,9841-EABE-71F3,0.006,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Data Transfer Out via Carrier Peering Network - North America Based,D63C-EDCA-4726,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Internet Data Transfer Out North America to North America,DDFD-AE42-E219,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run,152E-C115-5142,Cloud Run Network Intra Region Data Transfer,EF10-B23A-2545,0.036,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Maps API,1934-AA85-20F9,Mobile Native Dynamic Maps,6DE1-4D9C-5B67,"10,580",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Apigee,1C2D-8C78-EC58,Apigee Proxy/Shared Flow Deployment Unit Usage Hours Included in Intermediate Environment,4836-1B91-161A,"2,371.502",hour,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Firebase Realtime Database,1C58-CF90-9614,Outgoing Bandwidth,04F2-6383-80BD,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Firebase Realtime Database,1C58-CF90-9614,Storage,6BC9-D757-743E,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Places API,213C-9623-1402,Basic Data,75D4-C522-326B,"59,738",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
BigQuery,24E6-581D-38E5,Active Logical Storage (us-central1),0018-A5A0-9D6D,7.016,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
BigQuery,24E6-581D-38E5,Analysis (asia-east1),5522-184E-97C4,0,tebibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Firebase Hosting,2662-232A-AC11,Outgoing Bandwidth,5DF2-5F92-77F0,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Firebase Hosting,2662-232A-AC11,Storage,6B36-F770-533F,0.498,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions GOOGLE-API Data Transfer Out,6D32-700C-60C3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Invocations,8E10-82EB-6917,"401,776",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Invocations,92DF-0F0E-630F,"1,236",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions (1st Gen) Network Data Transfer Out from us-central1,B068-6B82-C017,0.259,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Network Intra Region Data Transfer,E0DC-C19A-D68E,0.027,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage South Carolina,C8E9-A091-F77D,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
VM Manager,5E18-9A83-2867,VM Manager Usage (Cloud Ops),210B-55F7-AA37,"2,328",count,6.98,-0.77,-6.22,0.00,0.000000,0.00,0%
VM Manager,5E18-9A83-2867,VM Manager Usage,785A-57EB-25E2,"8,651",count,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Melbourne,0086-8707-C3B1,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Johannesburg,0128-6061-99F7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Japan to EMEA,015A-0CE1-E4FB,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Doha,0332-1298-848D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Finland,035D-1BA5-C635,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Melbourne to Japan,0389-87F3-ED52,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Los Angeles to South America,0512-159B-3685,0.023,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Warsaw,0549-8E78-F0FB,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Johannesburg to Johannesburg,05B5-AC0E-003B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Las Vegas,05BE-A7A6-4052,2.67,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Berlin,0930-E9F1-9E5B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In via Carrier Peering Network - APAC Based,0B29-DA5B-5E84,0.317,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Netherlands,0B3F-D460-2474,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Finland to Finland,0C20-DB08-034A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Salt Lake City,0C53-ABD8-8471,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Los Angeles,0D26-89BD-A2FA,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Turin,0D2B-1931-5154,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sao Paulo to Los Angeles,0D2F-6E03-5EEE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Jakarta to Americas,0D56-2F80-52A5,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Finland,0D89-C247-62E7,0.002,gibibyte,0.00,-0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Jakarta to Los Angeles,0D9B-CA25-B890,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Singapore,0DAE-9664-F677,0.114,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Doha,0E2D-9B1F-7789,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Santiago to South America,0E9C-A5F4-5DBB,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Warsaw to Americas,1053-AC83-A223,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to EMEA,10C4-2156-01D6,0.332,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Japan,10CA-6364-BCD5,0.156,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Japan to Johannesburg,10F2-D3A5-22D2,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Mumbai to Mumbai,1141-8077-89C6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from APAC to Japan,1149-38DD-C2BE,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Reserved SSD backed Local Storage in Americas,11D9-C351-3A58,"60,152.681",gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Virginia to Virginia,1206-681C-CE11,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Israel,123A-CFB2-80D6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Los Angeles to Japan,128A-B182-B7E8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Jakarta to Apac(Excluding Korea and Indonesia),13AA-71ED-4A85,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Santiago to Singapore,13B6-5B73-6B71,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Milan,1486-7ACC-C40C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Dallas to Dallas,1506-EB2E-5631,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Dammam,152E-0276-735F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Delhi to Las Vegas,153C-7F03-785F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Taiwan,1594-EACD-A2CE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Los Angeles to Sydney,159C-E9EB-B14D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from China to Singapore,1727-A811-F543,0.11,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Salt Lake City to Americas,1779-5CD6-D18B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Berlin to Japan,196B-6819-E86F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Asia Pacific to Oceania,19F2-A4F7-25A7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Japan to Las Vegas,19FA-32F3-16EC,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Hong Kong,1A09-5EEE-1E60,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Columbus,1AA3-5D70-111B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from APAC to EMEA,1AB6-5F8A-9A79,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Montreal to Americas,1B9B-60EB-AF3D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Sydney to Sydney,1BE5-3E51-9226,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Doha to Singapore,1CAC-8C97-C754,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to Americas,1CFF-8100-5F11,19.296,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Apac(Excluding Korea and Indonesia) to Jakarta,1D38-522A-DE4C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Sydney,1D3E-3C54-0FA7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Singapore to Las Vegas,1D78-57EE-5E33,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Israel to Americas,1E34-98AC-DBAD,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Middle East to Japan,1E3E-0152-9416,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00,0%
Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Las Vegas to APAC,200D-00E5-EF74,0,gibibyte,0.00,-0.00,0.00,0.00,0.000000,0.00,-100%
